,PID,BAI,PARCELID,PROPLOC,SUBDIV,LAND_ASSESS,IMPROV_ASSESS,TOTAL_ASSESS,CITY,STATE,ZIP,SALE_DATE,SALE_PRICE,IMPROVE_VACANT,DEED,YR_BUILT,STYLE,GRADE,ROOF_STRUCT,ROOF_COVER,EXT_WALLCOV,HEAT_FUEL,AC_TYPE,INT_FLOOR,NUM_BED,NUM_BATH,LIVING_SQFT,ACRES,ZONING,UTILITIES,STREET_QUALITY
3090,3287,3388,K32-2169-2074,7924 PLUM POINT RD ,PLUM POINT,34200,149300,183500,PACHECO,CA,94553,2015-10-21 00:00:00,0.0,I,GRANTORS TO TRUSTEES,2006.0,Conventional,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,1.0,1538.0,2.3e-05,A1,"Well,Septic",gravel
3091,3288,3389,L31-3994-0633,19241 ELTHAM RD ,KENTWOOD SUBD,65200,85100,150300,BARHAMSVILLE,VA,23011,2011-02-25 00:00:00,,I,,1950.0,Cottage,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,2.0,1.0,780.0,0.23,BUS,"Well,Septic,Electric",Paved
3092,3289,3390,K31-1649-3274,8124 PARKS RD ,NEW MANHATTAN LOT 2,55300,153200,208500,WEST POINT,VA,23181,2005-06-03 00:00:00,166250.0,I,,1960.0,Ranch,C--,Hip,Dimen Shingle,Concr/Cinder,Electric,Central,Hardwood,3.0,2.0,1643.0,0.83,R1,"Well,Septic,Electric",Paved
3093,3290,3391,I07-0462-4986,3424 S HAIRPIN DR ,FIVE LAKES EAST,54200,421200,475400,QUINTON,VA,23141,2008-10-09 00:00:00,,I,,2003.0,Cape Cod,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,3.0,2401.0,0.57,R1,"Public Water,Septic,Electric",Paved
3094,3291,3392,B26-0071-1911,0 COLONY TL ,THE COLONIES,81000,0,81000,HAYES,VA,23072,2020-10-05 00:00:00,75000.0,V,,0.0,,,,,,,,,,,0.0,0.8,ROA,,Paved
3095,3292,3393,O14-4089-0270,10751 TALLEYSVILLE RD ,PART OF OLD QUARTER,112300,300400,412700,NEW KENT,VA,23124,1990-01-19 00:00:00,25200.0,V,DB INFO UPDATED 10/13/15; PREVIOUSLY INCORRECT REFERENCE,1994.0,Ranch,C,Gable,Comp Shingle,Brick,Electric,Central,Carpet,3.0,3.0,1920.0,7.41,A1,"Well,Septic,Electric",Paved
3096,3293,3394,I10-1920-1599,6433 WARE RD ,WOODHAVEN SHORES,75000,205500,280500,QUINTON,VA,23141,2001-07-19 00:00:00,106500.0,I,,1980.0,Ranch,C,Gable,Comp Shingle,Aluminum Sidin,Electric,Central,Carpet,3.0,2.0,1323.0,6.9e-05,R2,"Public Water,Septic,Electric",gravel
3097,3294,3395,I32-3347-0088,6471 HOLLY FORK RD ,ADJ ANPAT-WIN,88700,215900,304600,BARHAMSVILLE,VA,23011,2020-04-01 00:00:00,300000.0,I,,1980.0,Ranch,C,Gable,Dimen Shingle,Aluminum Sidin,Electric,Central,Hardwood,3.0,2.0,2316.0,4.32,A1,"Well,Septic,Electric",Paved
3098,3295,3396,A25-3342-4680,15325 TWO RIVERS TL ,THE COLONIES,99600,201300,300900,LANEXA,VA,23089,1996-07-01 00:00:00,136000.0,,,1983.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,2.0,2.0,1690.0,1.9,ROA,"Public Water,Septic,Electric",Paved
3099,3296,3397,O15-3828-3735,9100 OLD RIVER RD ,POPLAR GROVE,2184200,283000,2467200,RICHMOND,VA,23226,,0.0,V,,1750.0,Federal,C,Hip,Metal,Brick,Electric,None,Heart of Pine,4.0,2.0,2128.0,448.0,A1,,Paved
3100,3297,3398,O16-0544-0594,OLD RIVER RD ,ADJ POPLAR GROVE,189100,0,189100,RICHMOND,VA,23226,2015-09-15 00:00:00,0.0,V,WILL BOOK; AUDREY B HOOVER PASSED AWAY 08/08/12,0.0,,,,,,,,,,,0.0,20.0,A1,,Paved
3101,3298,3399,O14-3800-3570,OLD RIVER RD ,PART OF WHITEHOUSE,143400,0,143400,RICHMOND,VA,23226,2015-09-15 00:00:00,0.0,V,WILL BOOK; AUDREY B HOOVER PASSED AWAY 08/08/12,0.0,,,,,,,,,,,0.0,20.0,A1,,Paved
3102,3299,3400,J07-0695-0094,6811 N HAIRPIN DR ,FIVE LAKES EAST,106100,243400,349500,QUINTON,VA,23141,,0.0,,,2012.0,Modified Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2212.0,0.9,R1,,Paved
3103,3300,3401,P09-2717-1267,HOPEWELL RD,AT HOPEWELL CHURCH,103400,0,103400,NEW KENT,VA,23124,,0.0,,,0.0,,,,,,,,,,,0.0,2.88,A1,,Paved
3104,3301,3402,P09-2428-1415,MACON LN,ADJ H MACON,53400,0,53400,NEW KENT,VA,23124,,0.0,,,0.0,,,,,,,,,,,0.0,0.25,A1,,Paved
3105,3302,3403,P09-2355-1372,MACON LN,ADJ HOPEWELL CEMETERY,63000,0,63000,NEW KENT,VA,23124,,0.0,,,0.0,,,,,,,,,,,0.0,0.4,A1,,No road
3106,3303,3404,P09-2482-1534,5061 HOPEWELL RD ,,139400,454200,593600,NEW KENT,VA,23124,,0.0,,,1985.0,Church,C,Gable,Comp Shingle,Aluminum Sidin,Electric,Central,Heart of Pine,,,6090.0,1.5,A1,"Well,Septic,Electric",Paved
3107,3304,3405,J26-0471-3205,OLD CAMP RD,LAKE SERTOMA,101100,0,101100,RICHMOND,VA,23235,1997-07-21 00:00:00,54000.0,V,,0.0,,,,,,,,,,,0.0,6.68,A1,,gravel
3108,3305,3406,K32-3885-1694,GEORGIA AV,PLUM POINT LOTS 1-15,2700,0,2700,LANEXA,VA,23089,2005-06-02 00:00:00,6000.0,V,,0.0,,,,,,,,,,,0.0,1.83,A1,,Gravel
3109,3306,3407,K33-0232-2051,0 PLUM POINT RD ,PLUM POINT,400,0,400,FRONT ROYAL,VA,22630,2019-11-26 00:00:00,3500.0,V,"TRANSFER INCLUDES TM# 28/A3/30/10 &
# 28/A3/32/8",0.0,,,,,,,,,,,0.0,6.9e-05,A1,,Dirt
3110,3307,3408,G23-1924-1098,13809 HIDDEN DR ,NEW KENT COLONY ESTATES,85300,272600,357900,LANEXA,VA,23089,2019-02-11 00:00:00,0.0,I,HORNOR FAMILY REVOCABLE TRUST,1990.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,3.0,2.0,2040.0,5.13,A1,"Well,Septic,Electric",gravel
3111,3308,3409,L11-1366-3702,6037 WENSLEYDALE DR ,KENWOOD FARMS,52600,328900,381500,NEW KENT,VA,23124,2002-07-02 00:00:00,163950.0,I,,1988.0,Colonial,C++,Gable,Dimen Shingle,Cement Board,Electric,Central,Carpet,4.0,2.0,2424.0,1.22,R1,"Public Water,Septic,Electric",Paved
3112,3309,3410,B23-2497-2213,13932 CYPRESS DR,CHICKAHOMINY SHORES,51200,105100,156300,LANEXA,VA,23089,2007-09-25 00:00:00,70000.0,I,,1976.0,Cottage,B,Gable,Comp Shingle,Aluminum Sidin,Electric,None,Hardwood,3.0,1.0,960.0,0.31,R1,"Well,Septic,Electric",Paved
3113,3310,3411,L04-1075-1941,1613 ARROWHEAD RD ,ORAPAX FARMS,78300,182200,260500,QUINTON,VA,23141,2020-06-30 00:00:00,0.0,I,,1968.0,Modular 1995 & Older,B-,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Vinyl,3.0,1.0,1300.0,1.4,R1,"Well/Septic,Electric",Paved
3114,3311,3412,I10-0470-2697,OAK DR,WOODHAVEN SHORES,45000,0,45000,WASHINGTON DC,,20001,,0.0,V,,0.0,,,,,,,,,,,0.0,2.3e-05,R2,,Paved
3115,3312,3413,L08-1889-2396,4200 NEW KENT HW,CLINTWOOD LOT L,88200,252400,340600,QUINTON,VA,23141,2001-12-12 00:00:00,220000.0,I,,1972.0,Ranch,C++,Gable,Comp Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,2016.0,3.71,R1,"Well/Septic,Electric",Paved
3116,3313,3414,L08-2186-2414,NEW KENT HW,CLINTWOOD N OF RT 33,87900,0,87900,QUINTON,VA,23141,2001-12-12 00:00:00,220000.0,I,,0.0,,,,,,,,,,,0.0,3.66,R1,,Paved
3117,3314,3415,I24-0249-3685,0 PAIGE RD ,ADJ NED HAYES,68300,0,68300,MECHANICSVILLE,VA,23111,2016-10-05 00:00:00,0.0,V,DEED OF DISTRIBUTION; NO CONSIDERATION,0.0,,,,,,,,,,,0.0,8.08,A1,,No road
3118,3315,3416,I24-0937-5044,0 PAIGE RD ,ADJ CLARKE,79700,0,79700,MECHANICSVILLE,VA,23111,2016-10-05 00:00:00,0.0,V,DEED OF DISTRIBUTION; NO CONSIDERATION,0.0,,,,,,,,,,,0.0,13.02,A1,,No road
3119,3316,3417,I22-3428-2732,OFF CLARKE RD,CLARKE SUBD LOT 6,31600,0,31600,DELTAVILLE,VA,23043,,0.0,V,,0.0,,,,,,,,,,,0.0,5.75,A1,,No road
3120,3317,3418,I22-2352-4600,CLARKE RD,CLARKE SUBD LOT 7,94700,8300,103000,NEW KENT,VA,23124,,0.0,V,,0.0,,,,,,,,,,,0.0,7.73,A1,,gravel
3121,3318,3419,B23-2193-2637,13900 JAMES DR ,CHICKAHOMINY SHORES,51500,108500,160000,MILFORD,VA,22514,2004-03-02 00:00:00,65000.0,I,,1977.0,Cottage,B,Gable,Comp Shingle,Vinyl Siding,Electric,None,Hardwood,3.0,1.0,960.0,0.33,R1,"Well,Septic,Electric",Paved
3122,3319,3420,B24-3433-3700,942 TURNERS LANDING RD ,TURNERS NECK ESTATES,193600,588300,781900,LANEXA,VA,23089,2021-10-12 00:00:00,0.0,I,THE MICHAEL COBURN AND SUSAN T COBURN REV LIVNG TRUST DTD 1/25/99,1989.0,Transitional 2+ Sty,C++,Gable,Comp Shingle,Brick,Electric,Heat Pump,Tile,5.0,3.0,6201.0,8.33,R1,"Well,Septic,Electric",gravel
3123,3320,3421,I32-3692-1583,6060 LAUREL BREEZE LN,ADJ ANPAT-WIN,94300,184800,279100,BARHAMSVILLE,VA,23011,1999-01-21 00:00:00,28000.0,V,,2001.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Gas,Central,Carpet,3.0,2.0,1568.0,5.49,A1,"Well,Septic,Electric",gravel
3124,3321,3422,I32-3741-1186,6050 LAUREL BREEZE LN ,ADJ ANPAT WIN,104900,237700,342600,BARHAMSVILLE,VA,23011,2001-02-15 00:00:00,35000.0,V,,2003.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,3.0,2.0,2128.0,5.49,A1,"Well,Septic,Electric",gravel
3125,3322,3423,L08-2566-1286,8430 SYLVAN LN ,CLINTWOOD,103500,279400,382900,QUINTON,VA,23141,2001-08-10 00:00:00,205000.0,I,,1994.0,Ranch,C,Gable,Dimen Shingle,Brick,Electric,Central,Carpet,3.0,2.0,1751.0,5.0,R1,"Well,Septic,Electric",gravel
3126,3323,3424,N11-1913-0179,10021 TUNSTALL RD ,ADJ LEROY F PEARSON,96800,191100,287900,NEW KENT,VA,23124,2020-07-08 00:00:00,249950.0,I,,1973.0,Ranch,C,Gable,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,1512.0,6.5,A1,"Well/Septic,Electric",Paved
3127,3324,3425,D24-1539-4504,14490 DOCTORS CREEK RD ,HOWARD HEIGHTS LOT 8,117000,345000,462000,LANEXA,VA,23089,2021-12-21 00:00:00,461972.0,I,,2021.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Luxury Plank/Tile,3.0,3.0,1716.0,5.0,A1,,gravel
3128,3325,3426,D24-2042-3945,14501 DOCTORS CREEK RD ,HOWARD HEIGHTS,120600,403200,523800,LANEXA,VA,23089,2020-06-01 00:00:00,425000.0,I,,1989.0,Cape Cod,B-,Gable,Comp Shingle,Vinyl Siding,Gas,Central,Carpet,3.0,3.0,1915.0,5.2,A1,"Well,Septic,Electric",gravel
3129,3326,3427,D24-1779-3650,14411 DOCTORS CREEK RD ,ADJ HOWARD,96800,301300,398100,PROVIDENCE FORGE,VA,23140,,0.0,V,,1981.0,Tri-Level,C,Gable,Comp Shingle,Brick,Electric,Central,Carpet,3.0,2.0,2264.0,5.200023,A1,"Well,Septic,Electric",gravel
3130,3327,3428,E16-3583-3803,POCAHONTAS TL,ADJ HOWARD,100,0,100,PROVIDENCE FORGE,VA,23140,,0.0,,,0.0,,,,,,,,,,,0.0,0.02,R2,,Paved
3131,3328,3429,D23-4072-3293,POCAHONTAS TL,ADJ COULBOURNE,75800,0,75800,PROVIDENCE FORGE,VA,23140,2008-03-24 00:00:00,25000.0,V,,0.0,,,,,,,,,,,0.0,4.99,A1,,Paved
3132,3329,3430,D24-2242-4651,14500 DOCTORS CREEK RD ,ADJ VAIDENS POND,137000,354300,491300,PROVIDENCE FORGE,VA,23140,2021-04-08 00:00:00,400000.0,I,,1992.0,Modified Ranch,C,Hip,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,2.0,3.0,2780.0,8.7,A1,"Well,Septic,Electric",gravel
3133,3330,3431,D24-0678-4562,14320 DOCTORS CREEK RD,DIASCUND CREEK RESERVOIR,95300,364000,459300,LANEXA,VA,23089,2004-05-04 00:00:00,364900.0,I,,1993.0,Ranch,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Hardwood,4.0,3.0,3692.0,6.9,A1,"Well,Septic,Electric",gravel
3134,3331,3432,G24-1526-1327,4521 N WATERSIDE DR ,NEW KENT COLONY ESTATES,75100,162500,237600,LANEXA,VA,23089,2018-02-16 00:00:00,0.0,I,DEED OF GIFT,1990.0,Ranch,C,Gable,Comp Shingle,Wood Siding,Electric,Central,Carpet,3.0,2.0,1232.0,4.96,A1,"Well,Septic,Electric",Paved
3135,3332,3433,G24-1633-1114,N WATERSIDE DR,NEW KENT COLONY ESTATES,71000,0,71000,HAMPTON,VA,23666,,0.0,,,0.0,,,,,,,,,,,0.0,4.95,A1,,Paved
3136,3333,3434,L08-0568-2115,4018 NEW KENT HW ,CLINTWOOD,79300,252600,331900,QUINTON,VA,23141,2006-07-13 00:00:00,227000.0,I,,1975.0,Ranch,C,Gable,Comp Shingle,Brick,Electric,Central,Hardwood,4.0,3.0,1930.0,1.0,A1,"Well,Septic,Electric",Paved
3137,3334,3435,D24-2426-3998,14511 DOCTORS CREEK RD ,ADJ HOWARD,129900,274400,404300,PROVIDENCE FORGE,VA,23140,,0.0,V,,1984.0,Ranch,C,Typical,Comp Shingle,Cedar,Electric,Central,Hardwood,3.0,1.0,2052.0,6.74,A1,"Well,Septic,Electric",gravel
3138,3335,3436,D24-1633-3152,14401 DOCTORS CREEK RD,ADJ HOWARD,170900,501500,672400,HOUSTON,TX,77019,2012-07-13 00:00:00,415000.0,I,,1983.0,Ranch,B-,Gable,Dimen Shingle,Log Profile,Electric,Central,Carpet,5.0,3.0,1804.0,8.7,A1,"Well,Septic,Electric",gravel
3139,3336,3437,E16-3605-4678,3490 RESCUE DR ,AT PROVIDENCE FORGE,75600,192000,267600,PROVIDENCE FORGE,VA,23140,2020-10-28 00:00:00,0.0,I,"BOUNDRY LINE ADJ DEED PB 21/690 TM#'S
41-A2-2-14, 41-A2-2-14-C, & 41-A2-14-D",2019.0,Modern Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1180.0,3.0,A1,,No road
3140,3337,3438,D24-1359-4135,14400 DOCTORS CREEK RD ,WELL LOT HOWARD HEIGHTS,104300,144100,248400,PROVIDENCE FORGE,VA,23140,,0.0,,,1980.0,Office/Garage,C,Gable,Metal,Concr/Cinder,Gas,Central,Concrete,,,1362.0,1.73,A1,"Well,Septic,Electric",gravel
3141,3338,3439,D25-1495-0739,2021 S WATERSIDE DR,LANEXA RD RT 60,84700,132300,217000,LANEXA,VA,23089,2010-09-02 00:00:00,,I,,1984.0,Ranch,C,Gable,Dimen Shingle,Aluminum Sidin,Electric,Central,Carpet,2.0,1.0,1144.0,3.19,A1,"Well,Septic,Electric",Paved
3142,3339,3440,D25-1702-0602,2011 S WATERSIDE DR ,ON RT 627,92100,354500,446600,LANEXA,VA,23089,,0.0,,,2002.0,Cape Cod,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,3.0,2020.0,5.0,A1,"Well,Septic,Electric",Paved
3143,3340,3441,D25-2223-0075,1921 S WATERSIDE DR ,ON RT 627,83400,271100,354500,LANEXA,VA,23089,2019-08-30 00:00:00,290000.0,I,,2014.0,Modern Ranch,B-,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1448.0,5.01,A1,,Paved
3144,3342,3443,I08-2250-5308,4400 LIBERTY HALL CT ,LIBERTY HALL PLANTATION,92900,185500,278400,QUINTON,VA,23141,2020-04-22 00:00:00,0.0,I,THE HOWELL FAMILY TRUST DTD 4/20/20,1984.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,1.0,1850.0,5.13,A1,"Well,Septic,Electric",gravel
3145,3343,3444,P11-1184-3560,STEEL TRAP RD ,ADJ THOMPSON,87600,0,87600,MECHANICSVILLE,VA,23111,2016-04-12 00:00:00,26500.0,V,NOT ON MLS,0.0,,,,,,,,,,,0.0,5.71,A1,,Paved
3146,3344,3445,E26-1112-4201,3300 HOMESTEAD RD ,ADJ TIMBERLAKE,194700,212600,407300,NEWPORT NEWS,VA,23601,2018-12-18 00:00:00,0.0,I,,1983.0,A-Frame,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1152.0,17.56,A1,"Well,Septic,Electric",Paved
3147,3345,3446,I33-0458-2763,STEWART RD ,ADJ AN-PAT CO INC,184100,0,184100,NEWPORT NEWS,VA,23601,,0.0,,,,,,,,,,,,,,,10.4,A1,,gravel
3148,3346,3447,B23-1472-2881,700 W RIVERSIDE DR ,CHICKAHOMINY SHORES,212500,240100,452600,LANEXA,VA,23089,2021-10-15 00:00:00,275000.0,I,LOAN ASSUMPTION,1968.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Gas/Elec,Central,Carpet,2.0,1.0,1769.0,0.7,R1,"Well,Septic,Electric",Paved
3149,3347,3448,D26-0796-1609,CARTER RD,AT DIASCOND RT 60,112800,0,112800,LANEXA,VA,23089,2015-03-13 00:00:00,69500.0,V,"GRANTEE OWNS ADJACENT LOT; ANNE W HUBBARD PASSED AWAY 01/07/15; SURVIVING HEIRS JOHN M HUBBARD, JOHN A HUBBARD III & JOSEPH HUBBARD GRANTORS",0.0,,,,,,,,,,,0.0,12.86,A1,,Paved
3150,3348,3449,D26-2078-0218,2100 HUBBARD RD ,ADJ E R MARTIN LOT B,105500,328800,434300,LANEXA,VA,23089,2017-10-26 00:00:00,0.0,I,DEED OF CONFIRMATION,1993.0,Cape Cod,C++,Typical,Concrete Tile,Dryvit,Electric,Central,Carpet,3.0,3.0,3378.0,7.8,A1,"Well,Septic,Electric",gravel
3151,3349,3450,F33-3454-4799,4320 HOLLY FORK RD ,ADJ CHESAPEAKE CORP,99000,229700,328700,BARHAMSVILLE,VA,23011,1994-01-01 00:00:00,6000.0,,,1982.0,Cape Cod,C--,Gable,Comp Shingle,Hardboard,Gas,Central,Hardwood,2.0,2.0,2125.0,3.55,A1,"Well,Septic,Electric",Paved
3152,3350,3451,B23-2069-2121,13901 CYPRESS DR,CHICKAHOMINY SHORES,51200,85700,136900,LANEXA,VA,23089,2003-06-12 00:00:00,65000.0,I,,1972.0,Modular 1995 & Older,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,1.0,920.0,0.31,R1,"Well/Septic,Electric",Paved
3153,3351,3452,L04-3095-4094,1922 ELLYSON CT,PT OF ORPHAN FARM,107500,165100,272600,QUINTON,VA,23141,2020-04-14 00:00:00,0.0,I,ROW-VA POWER,1979.0,Ranch,C,Gable,Comp Shingle,Cedar,Electric,Central,Hardwood,2.0,2.0,1454.0,6.6,R1,"Well/Septic,Electric",gravel
3154,3352,3453,B26-0328-0697,RIVER BEND TL,THE COLONIES,70700,0,70700,WEST POINT,VA,23181,2005-08-10 00:00:00,21000.0,V,,0.0,,,,,,,,,,,0.0,1.09,ROA,,Paved
3155,3353,3454,D26-0451-1946,2301 CARTER RD ,ADJ E WALLS,67900,141900,209800,LANEXA,VA,23089,2018-11-08 00:00:00,125000.0,I,,1986.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1196.0,0.81,A1,"Well,Septic,Electric",Paved
3156,3354,3455,B26-0419-1128,521 LAKE POINTE TL ,THE COLONIES,173500,412300,585800,LANEXA,VA,23089,2005-03-01 00:00:00,575000.0,I,,1988.0,Modified Ranch,C++,Gable,Dimen Shingle,Cedar,Electric,Heat Pump,Hardwood,3.0,3.0,2900.0,1.3,ROA,"Public Water,Septic,Electric",Paved
3157,3355,3456,D26-1608-2088,2315 LIBERTY VIEW LN ,ADJ WALLS,93700,277800,371500,PROVIDENCE FORGE,VA,23140,2016-10-11 00:00:00,0.0,I,DEED OF CONFIRMATION OF EASEMENT; NO CONSIDERATION,1957.0,Ranch,C--,Gable,Comp Shingle,Aluminum Sidin,Electric,Central,Hardwood,4.0,3.0,2684.0,1.5,A1,"Well,Septic,Electric",Paved
3158,3356,3457,D26-1568-2396,2301 LIBERTY VIEW LN,ADJ HUBBARD,79500,148000,227500,PLANO,TX,75024,2019-08-23 00:00:00,117231.0,I,,1930.0,Cape Cod,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,2.0,1.0,1541.0,2.41,A1,"Well,Septic,Electric",Paved
3159,3357,3458,L27-2355-3059,8739 EARLY SETTLERS RD ,LIPPOLDS,162900,282100,445000,LANEXA,VA,23089,2021-08-27 00:00:00,0.0,I,LARRY G DILLON REV TRUST DTD 8/10/21 & RENAYE D DILLON REV TR DTD 8/16/21,1960.0,Farmhouse,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,3.0,2456.0,0.81,R2,"Well,Septic,Electric",Dirt
3160,3358,3459,D26-1344-2077,2318 LIBERTY VIEW LN ,LIBERTY VIEW,95000,179000,274000,LANEXA,VA,23089,2004-02-12 00:00:00,176500.0,I,,1984.0,Ranch,C--,Typical,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,3.0,1288.0,1.63,BUS,"Well,Septic,Electric",Paved
3161,3359,3460,D26-0497-2210,2333 CARTER RD ,ADJ WALLS,90100,161200,251300,LANEXA,VA,23089,2014-10-27 00:00:00,179000.0,I,,1978.0,Ranch,C--,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1720.0,1.54,BUS,"Well,Septic,Electric",Paved
3162,3360,3461,D26-1100-2107,15553 POCAHONTAS TL ,AT DIASCUND RT 60,96800,205100,301900,LANEXA,VA,23089,1993-06-01 00:00:00,105000.0,,,1986.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,2.0,2.0,1508.0,5.0,A1,"Well,Septic,Electric",Paved
3163,3361,3462,E25-2214-5058,15169 HOLLY COVE RD,HICKORY HILLS,198200,266900,465100,LANEXA,VA,23089,,0.0,,,1991.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,3.0,3186.0,12.7,A1,"Well,Septic,Electric",Paved
3164,3362,3463,F20-1978-1450,3730 MT PLEASANT RD ,HADAD,87600,251800,339400,PROVIDENCE FORGE,VA,23140,2020-10-23 00:00:00,0.0,I,JOSEPH M DIEHR REV TRUST DTD 10/12/20 & LINDA G DIEHR REV TRUST DTD 10/12/20,1985.0,Ranch,C,Gable,Dimen Shingle,Hardboard,Electric,Central,Vinyl,3.0,2.0,1800.0,5.0,A1,"Well,Septic,Electric",gravel
3165,3363,3464,L09-0257-2068,4601 NEW KENT HW ,CLINTWOOD,81900,279000,360900,QUINTON,VA,23141,,0.0,V,,1986.0,Ranch,C,Gable,Dimen Shingle,Brick,Electric,Central,Carpet,4.0,3.0,2380.0,1.34,R1,"Well,Septic,Electric",Paved
3166,3364,3465,I09-3735-5378,5205 HEMLOCK RD ,WOODHAVEN SHORES,45000,103800,148800,CHARLES CITY,VA,23030,2019-08-05 00:00:00,122500.0,I,SALE INCLUDES TM#30A-5-886 & 887,1972.0,Ranch,C,Gable,Comp Shingle,Aluminum Sidin,Electric,Unit/AC,Carpet,3.0,1.0,1136.0,2.3e-05,R2,"Public Water,Septic,Electric",Paved
3167,3365,3466,I09-3672-5396,HEMLOCK RD,WOODHAVEN SHORES,45000,0,45000,CHARLES CITY,VA,23030,2019-08-05 00:00:00,122500.0,V,SALE INCLUDES TM#30A-5-886 & 887,0.0,,,,,,,,,,,0.0,2.3e-05,R2,,Paved
3168,3367,3468,I06-2833-5339,3211 S HAIRPIN DR ,FIVE LAKES EAST,83900,242600,326500,QUINTON,VA,23141,2001-06-20 00:00:00,152000.0,I,,1986.0,Cape Cod,C,Gable,Comp Shingle,Cement Board,Electric,Central,Carpet,3.0,2.0,1934.0,0.55,R1,"Public Water,Septic,Electric",Paved
3169,3368,3469,N14-2752-3733,10465 MT PROSPECT RD ,PART OF OLD QUARTER,96800,207200,304000,NEW KENT,VA,23124,1997-09-02 00:00:00,136000.0,V,,1984.0,Log Home,C,Salt Box,Comp Shingle,Logs,Electric,Unit/AC,Hardwood,2.0,1.0,1820.0,5.0,R1,"Well,Septic,Electric",Paved
3170,3369,3470,J06-1523-2469,7215 CLUB DR ,FIVE LAKES,80000,223400,303400,QUINTON,VA,23141,2017-05-01 00:00:00,239900.0,I,,1970.0,Tri-Level,C,Gable,Comp Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,2125.0,0.46,R1,"Public Water,Septic,Electric",Paved
3171,3370,3471,B23-1762-2544,13823 JAMES DR ,CHICKAHOMINY SHORES,51500,105300,156800,LANEXA,VA,23089,1994-01-01 00:00:00,59900.0,,,1970.0,Ranch,C,Gable,Comp Shingle,Aluminum Sidin,Electric,Central,Hardwood,2.0,1.0,1120.0,0.33,R1,"Well,Septic,Electric",Paved
3172,3371,3472,K05-3496-1299,2620 WALNUT DR ,CHRISTIAN EST,76200,157500,233700,QUINTON,VA,23141,2019-07-29 00:00:00,0.0,I,,1987.0,Cape Cod,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1469.0,1.91,R1,"Well,Septic,Electric",Paved
3173,3373,3474,I10-1438-1222,WARE RD,WOODHAVEN SHORES,6800,0,6800,QUINTON,VA,23141,2007-08-03 00:00:00,,V,,0.0,,,,,,,,,,,0.0,2.3e-05,R2,,gravel
3174,3374,3475,B23-1663-2949,716 W RIVERSIDE DR ,CHICKAHOMINY SHORES,212500,365800,578300,LANEXA,VA,23089,1997-11-20 00:00:00,119000.0,V,,1998.0,Transitional 2+ Sty,C++,Hip,Dimen Shingle,Vinyl Siding,Gas/Elec,Central,Hardwood,4.0,3.0,2291.0,0.6,R1,"Well,Septic,Electric",Paved
3175,3375,3476,N14-4051-2769,TALLEYSVILLE RD ,PART OF OLD QUARTER,97400,0,97400,NEW KENT,VA,23124,2015-04-06 00:00:00,0.0,V,DEED OF GIFT,0.0,,,,,,,,,,,0.0,5.09,R1,,Paved
